OrderID,OrderDate,CustomerName,Age,City,Product,Category,Quantity,UnitPrice,Discount,TotalSales,PaymentMode,OrderStatus
525,2025-01-16,Ayesha,20.0,Bhopal,Printer,Office,3,35266,5,100508.1,Cash,Delivered
526,2025-06-28,Diya,45.0,Bhopal,Phone,Electronics,4,14737,0,58948.0,UPI,Processing
527,2025-02-10,Riya,44.0,Chennai,Laptop,Electronics,7,11845,0,82915.0,Cash,Cancelled
528,2025-10-10, Aarav ,,Bhopal,Phone,Electronics,7,47638,0,333466.0,UPI,Processing
529,2025-08-10,Aarav,45.0,Pune,Phone,Electronics,5,59943,5,284729.25,UPI,Processing
530,2025-06-07,Rehan,57.0,Mumbai,Phone,Electronics,5,17386,10,78237.0,Cash,Cancelled
531,2025-03-20,Diya,19.0,Pune,Phone,Electronics,7,29994,10,188962.2,Cash,Delivered
532,2025-03-29,Riya,40.0,Delhi,Laptop,Electronics,5,24425,10,109912.5,Cash,Cancelled
533,2025-04-11,Kabir,38.0,Delhi,Keyboard,Accessories,6,6562,10,35434.8,UPI,Cancelled
534,2025-08-13,Diya,52.0,Mumbai,Keyboard,Accessories,1,N/A,10,47870.1,Cash,Cancelled
535,2025-02-03,Najrin,51.0,Delhi,Keyboard,Accessories,3,44022,10,118859.4,Card,Processing
536,2025-09-20,Ayesha,,,Laptop,Electronics,7,59799,15,355804.05,Cash,Delivered
537,2025-02-21,Rehan,32.0,Mumbai,Printer,Office,8,36305,15,246874.0,Card,Processing
538,2025-08-19,Zoya,41.0,Jaipur,Keyboard,Accessories,3,48460,15,123573.0,Cash,Cancelled
539,2025-06-16,Riya,,Delhi,Phone,Electronics,4,34725,5,131955.0,Cash,Cancelled
540,2025-04-20,Kabir,23.0,Mumbai,Keyboard,Accessories,6,53213,15,271386.3,Card,Delivered
541,2025-11-19,Aarav,51.0,,Printer,Office,3,44178,0,132534.0,UPI,Delivered
542,2025-10-21,Diya,44.0,Chennai,Printer,Office,4,13932,10,50155.2,Card,Delivered
543,2025-07-02,Diya,58.0,Bhopal,Printer,Office,3,35338,5,100713.3,Card,Processing
544,2025-01-31,Najrin,35.0,,Keyboard,Accessories,4,27303,0,109212.0,UPI,Cancelled
545,2025-10-12,Najrin,59.0,Jaipur,Laptop,Electronics,1,13874,5,13180.3,Card,Processing
546,2025-06-10,Riya,34.0,,Keyboard,Accessories,3,35624,5,101528.4,Cash,Delivered
547,2025-04-21,Zoya,34.0,Jaipur,Keyboard,Accessories,2,11237,15,19102.9,UPI,Delivered
548,2025-05-14,Aarav,40.0,Bhopal,Printer,Office,3,45639,5,130071.15,UPI,Delivered
549,2025-04-26,Aarav,33.0,Delhi,Keyboard,Accessories,1,29841,5,28348.95,Cash,Delivered
550,2025-03-01, Zoya ,54.0,Pune,Phone,Electronics,five,37979,5,72160.09999999999,Cash,Processing
551,2025-09-02,Riya,41.0,Delhi,Printer,Office,6,36648,15,186904.8,Cash,Processing
552,2025-09-10,Riya,23.0,Bhopal,Keyboard,Accessories,2,7382,10,13287.6,Card,Cancelled
553,2025-07-19,Riya,44.0,Pune,Keyboard,Accessories,3,22225,0,66675.0,UPI,Cancelled
554,2025-07-08,Rehan,43.0,Mumbai,Laptop,Electronics,five,21046,15,53667.3,Card,Delivered
555,2025-11-04,Rehan,40.0,Chennai,Printer,Office,8,45016,15,306108.8,Card,Delivered
556,2025-03-27,Riya,20.0,Jaipur,Keyboard,Accessories,5,21140,0,105700.0,Card,Cancelled
557,2025-07-20,Najrin,,Pune,Printer,Office,2,21733,0,43466.0,Cash,Processing
558,2025-10-25,Aarav,37.0,Bhopal,Printer,Office,8,37299,0,298392.0,UPI,Cancelled
559,2025-09-29,Diya,39.0,Jaipur,Phone,Electronics,4,49811,5,189281.8,UPI,Delivered
560,2025-03-06,Rehan,24.0,Jaipur,Keyboard,Accessories,8,12907,15,87767.59999999999,Cash,Cancelled
561,2025-11-11,Aarav,54.0,Delhi,Phone,Electronics,7,N/A,5,192191.65,UPI,Delivered
562,2025-10-28,Kabir,,Bhopal,Phone,Electronics,3,2213,10,5975.1,Card,Processing
563,2025-03-06, Zoya ,55.0,Chennai,laptop,Electronics,7,1307,10,8234.1,UPI,Processing
564,2025-03-02,Diya,,Pune,Printer,Office,7,44175,10,278302.5,Card,Processing
565,2025-03-04,Aarav,22.0,Jaipur,Phone,Electronics,3,52875,5,150693.75,Card,Delivered
566,2025-01-24,Zoya,50.0,Jaipur,Phone,Electronics,3,52386,10,141442.2,UPI,Processing
567,2025-09-10,Rehan,50.0,Chennai,Printer,Office,2,1028,15,1747.6,Cash,Cancelled
568,2025-12-31,Diya,40.0,Mumbai,Phone,Electronics,6,N/A,0,171300.0,Card,Processing
569,2025-12-06, Diya ,22.0,Pune,Keyboard,Accessories,8,19415,15,132022.0,UPI,Cancelled
570,2025-01-01,Diya,34.0,Bhopal,Keyboard,Accessories,4,54179,15,184208.6,Card,Delivered
571,2025-11-08,Najrin,39.0,Chennai,Phone,Electronics,2,41647,15,70799.9,UPI,Cancelled
572,2025-02-24,Zoya,55.0,,Laptop,Electronics,8,44254,10,318628.8,Cash,Delivered
573,2025-04-07,Ayesha,57.0,Pune,Laptop,Electronics,5,40439,15,171865.75,Cash,Processing
574,2025-03-09, Aarav ,31.0,Jaipur,phone,Electronics,7,32452,10,204447.6,UPI,Delivered
575,2025-06-28, Rehan ,34.0,Pune,Keyboard,Accessories,5,42188,10,189846.0,UPI,Processing
576,2025-09-19,Kabir,,Pune,Phone,Electronics,6,736,15,3753.6,UPI,Processing
577,2025-05-22,Ayesha,34.0,Delhi,Laptop,Electronics,2,29407,5,55873.3,Card,Delivered
578,2025-04-06,Zoya,28.0,Pune,Phone,Electronics,6,46406,5,264514.2,UPI,Cancelled
579,2025-08-03,Riya,53.0,Chennai,Laptop,Electronics,5,41264,15,175372.0,UPI,Cancelled
580,2025-05-07,Riya,52.0,Bhopal,Keyboard,Accessories,7,31333,15,186431.35,Cash,Processing
581,2025-07-04,Zoya,38.0,Pune,Keyboard,Accessories,2,56505,5,107359.5,Card,Processing
582,2025-08-28,Ayesha,40.0,Mumbai,Printer,Office,1,25169,15,21393.65,UPI,Processing
583,2025-10-10,Ayesha,53.0,Chennai,Printer,Office,4,27923,15,94938.2,UPI,Delivered
584,2025-11-28,Ayesha,40.0,Delhi,Phone,Electronics,1,41763,0,41763.0,Cash,Cancelled
585,2025-06-20,Kabir,53.0,,Laptop,Electronics,3,54020,10,145854.0,Cash,Delivered
586,2025-06-21,Ayesha,22.0,Delhi,Keyboard,Accessories,5,21635,0,108175.0,UPI,Delivered
587,2025-08-14, Najrin ,36.0,Mumbai,Laptop,Electronics,1,10956,0,10956.0,Cash,Cancelled
588,2025-03-18,Ayesha,30.0,Delhi,Printer,Office,2,17786,10,32014.8,Cash,Cancelled
589,2025-02-04,Ayesha,22.0,Jaipur,Phone,Electronics,4,40576,10,146073.6,UPI,Delivered
590,2025-10-22,Rehan,29.0,Bhopal,Printer,Office,6,36013,15,183666.3,Cash,Cancelled
591,2025-03-12,Kabir,33.0,Delhi,Keyboard,Accessories,5,34596,0,172980.0,Card,Cancelled
592,2025-06-25,Aarav,59.0,Jaipur,Laptop,Electronics,6,25404,10,137181.6,Cash,Processing
593,2025-01-16,Riya,42.0,Jaipur,Printer,Office,5,43986,5,208933.5,Card,Processing
594,2025-07-14,Kabir,52.0,Pune,Phone,Electronics,5,19688,5,93518.0,Cash,Cancelled
595,2025-10-11,Kabir,29.0,Bhopal,Phone,Electronics,2,10011,15,17018.7,UPI,Processing
596,2025-02-28,Rehan,34.0,Pune,Phone,Electronics,5,25568,15,108664.0,Cash,Processing
597,2025-05-30,Diya,60.0,Jaipur,Laptop,Electronics,7,48382,0,338674.0,Cash,Delivered
598,2025-01-29,Kabir,55.0,,Laptop,Electronics,1,58077,0,58077.0,Cash,Delivered
599,2025-05-19,Zoya,51.0,Pune,Printer,Office,7,773,10,4869.900000000001,Card,Delivered
600,2025-05-24,Aarav,58.0,Mumbai,Laptop,Electronics,5,16477,15,70027.25,UPI,Cancelled
601,2025-11-27,Najrin,43.0,Pune,Printer,Office,4,24111,5,91621.8,Cash,Cancelled
602,2025-06-11,Kabir,21.0,Jaipur,Keyboard,Accessories,7,39689,10,250040.7,UPI,Delivered
603,2025-08-12,Riya,42.0,Bhopal,Laptop,Electronics,3,44708,10,120711.6,Card,Cancelled
604,2025-10-01,Najrin,49.0,Pune,Phone,Electronics,4,52750,15,179350.0,UPI,Delivered
605,2025-08-26,Aarav,43.0,Delhi,Phone,Electronics,6,47157,15,240500.7,Cash,Delivered
606,2025-06-11,Aarav,21.0,,Phone,Electronics,1,28797,0,28797.0,Cash,Delivered
607,2025-08-07,Najrin,55.0,Delhi,Keyboard,Accessories,2,49290,5,93651.0,Card,Delivered
608,2025-05-22,Ayesha,49.0,Bhopal,Laptop,Electronics,7,51006,0,357042.0,UPI,Cancelled
609,2025-05-13,Najrin,35.0,Mumbai,Keyboard,Accessories,2,53078,10,95540.40000000001,Cash,Processing
610,2025-06-10,Najrin,59.0,Delhi,Phone,Electronics,4,56785,5,215783.0,UPI,Delivered
611,2025-02-10,Ayesha,22.0,Bhopal,Keyboard,Accessories,8,37659,10,271144.8,Cash,Processing
612,2025-10-12,Ayesha,45.0,Jaipur,Printer,Office,6,56486,10,305024.4,UPI,Delivered
613,2025-08-08,Kabir,20.0,Mumbai,Phone,Electronics,6,22828,0,136968.0,UPI,Processing
614,2025-03-04,Rehan,46.0,Mumbai,Laptop,Electronics,3,4008,10,10821.6,Cash,Delivered
615,2025-11-24,Rehan,35.0,Delhi,Phone,Electronics,1,3062,5,2908.9,Card,Processing
616,2025-03-08,Riya,34.0,Chennai,Keyboard,Accessories,8,17819,10,128296.8,UPI,Delivered
617,2025-11-30,Rehan,56.0,Chennai,Keyboard,Accessories,1,9825,10,8842.5,Cash,Cancelled
618,2025-12-18,Zoya,55.0,Bhopal,Laptop,Electronics,8,5712,15,38841.6,Card,Cancelled
619,2025-04-06,Najrin,,Chennai,Laptop,Electronics,8,25829,10,185968.8,UPI,Cancelled
620,2025-06-28,Riya,47.0,Jaipur,Keyboard,Accessories,4,36479,0,145916.0,Cash,Cancelled
621,2025-02-08,Zoya,44.0,Mumbai,Laptop,Electronics,1,20132,15,17112.2,Card,Cancelled
622,2025-02-22,Kabir,26.0,Mumbai,Laptop,Electronics,8,21068,0,168544.0,Card,Delivered
623,2025-04-18,Rehan,47.0,Pune,laptop,Electronics,8,11350,5,86260.0,UPI,Delivered
624,2025-11-20,Aarav,32.0,Chennai,Keyboard,Accessories,7,53290,15,317075.5,UPI,Delivered
625,2025-01-01,Rehan,20.0,Jaipur,Phone,Electronics,1,16395,5,15575.25,UPI,Delivered
626,2025-03-28,Rehan,18.0,Mumbai,Keyboard,Accessories,4,59123,0,236492.0,Card,Cancelled
627,2025-09-26,Diya,57.0,Delhi,Laptop,Electronics,7,38632,0,270424.0,Cash,Cancelled
628,2025-03-19,Kabir,36.0,Delhi,Printer,Office,3,51067,0,153201.0,UPI,Processing
629,2025-06-20,Ayesha,32.0,Mumbai,Phone,Electronics,6,22557,15,115040.7,Cash,Cancelled
630,2025-01-05,Zoya,24.0,Jaipur,Laptop,Electronics,2,5876,15,9989.199999999999,Card,Processing
631,2025-08-06,Aarav,54.0,Pune,Printer,Office,4,5479,0,21916.0,Cash,Processing
632,2025-09-29,Kabir,40.0,Delhi,laptop,Electronics,5,29895,0,149475.0,UPI,Processing
633,2025-05-16,Rehan,,Mumbai,Phone,Electronics,7,23714,10,149398.2,UPI,Processing
634,2025-02-06,Ayesha,43.0,Delhi,Keyboard,Accessories,4,30518,15,103761.2,Card,Processing
635,2025-09-05,Najrin,55.0,Bhopal,Keyboard,Accessories,4,56735,15,192899.0,Cash,Cancelled
636,2025-09-23,Ayesha,32.0,Pune,Laptop,Electronics,1,40345,10,36310.5,Card,Cancelled
637,2025-11-02,Aarav,38.0,Chennai,Printer,Office,2,19544,10,35179.2,Cash,Processing
638,2025-05-06,Rehan,26.0,Chennai,Phone,Electronics,4,35831,15,121825.4,UPI,Cancelled
639,2025-03-03,Riya,19.0,Pune,phone,Electronics,3,41997,10,113391.9,UPI,Cancelled
640,2025-07-27,Rehan,31.0,Pune,Printer,Office,8,32860,5,249736.0,Cash,Delivered
641,2025-03-19,Aarav,35.0,Chennai,Keyboard,Accessories,3,2756,10,7441.2,Cash,Cancelled
642,2025-05-06,Riya,25.0,Chennai,Laptop,Electronics,6,59787,0,358722.0,Card,Processing
643,2025-05-21,Kabir,23.0,,Keyboard,Accessories,2,3558,5,6760.2,Card,Cancelled
644,2025-02-09,Diya,43.0,Chennai,Printer,Office,8,47778,15,324890.4,Card,Processing
645,2025-05-22,Riya,36.0,Pune,Phone,Electronics,7,31121,15,185169.95,Card,Delivered
646,2025-12-11,Diya,18.0,Bhopal,Keyboard,Accessories,2,21571,10,38827.8,UPI,Processing
647,2025-01-14,Zoya,27.0,Jaipur,Phone,Electronics,8,57601,0,460808.0,Card,Delivered
648,2025-11-08,Zoya,56.0,Jaipur,keyboard,Accessories,3,25732,5,73336.2,Cash,Processing
649,2025-07-04,Riya,,Pune,Keyboard,Accessories,2,17399,15,29578.3,Cash,Processing
650,2025-01-08,Zoya,52.0,Delhi,Keyboard,Accessories,4,3037,5,11540.6,Card,Processing
651,2025-04-12,Najrin,20.0,Chennai,Keyboard,Accessories,3,36356,0,109068.0,Cash,Processing
652,2025-10-10,Zoya,52.0,Mumbai,Keyboard,Accessories,5,11715,10,52717.5,UPI,Delivered
653,2025-05-01,Zoya,36.0,Mumbai,Laptop,Electronics,7,10530,15,62653.5,Cash,Delivered
654,2025-10-16, Ayesha ,40.0,Bhopal,Laptop,Electronics,3,23701,15,60437.55,UPI,Cancelled
655,2025-02-17,Kabir,51.0,Chennai,Phone,Electronics,1,26244,15,22307.4,UPI,Cancelled
656,2025-11-04,Ayesha,51.0,Pune,Phone,Electronics,5,38296,10,172332.0,UPI,Delivered
657,2025-03-07,Diya,50.0,Delhi,Laptop,Electronics,1,28143,0,28143.0,Cash,Cancelled
658,2025-01-09,Aarav,39.0,Mumbai,Keyboard,Accessories,6,48691,15,248324.1,UPI,Delivered
659,2025-10-05,Riya,33.0,Bhopal,Phone,Electronics,8,15330,10,110376.0,Card,Delivered
660,2025-05-24,Diya,48.0,Delhi,Phone,Electronics,2,59760,10,107568.0,Cash,Delivered
661,2025-08-15,Diya,35.0,Mumbai,Phone,Electronics,8,23405,0,187240.0,Card,Processing
662,2025-02-25,Ayesha,58.0,Jaipur,Phone,Electronics,7,51226,10,322723.8,Card,Cancelled
663,2025-09-15,Riya,49.0,Pune,Printer,Office,3,3669,15,9355.949999999999,Card,Processing
664,2025-07-13,Ayesha,49.0,Delhi,Phone,Electronics,7,55989,5,372326.85,Card,Cancelled
665,2025-07-01,Najrin,23.0,Chennai,Laptop,Electronics,7,27584,0,193088.0,Card,Cancelled
666,2025-06-14,Diya,21.0,Chennai,Keyboard,Accessories,8,3942,15,26805.6,UPI,Processing
667,2025-08-24,Diya,49.0,Delhi,Phone,Electronics,4,14614,10,52610.4,Card,Processing
668,2025-05-01,Kabir,59.0,Bhopal,Printer,Office,1,58517,5,55591.14999999999,Card,Delivered
669,2025-08-15,Aarav,54.0,Jaipur,Keyboard,Accessories,6,54529,10,294456.6,UPI,Processing
670,2025-02-17,Zoya,42.0,Pune,Laptop,Electronics,6,52925,0,317550.0,Cash,Processing
671,2025-11-30,Zoya,51.0,Pune,Keyboard,Accessories,7,52372,10,329943.6,UPI,Delivered
672,2025-10-29,Kabir,37.0,Bhopal,Keyboard,Accessories,3,45675,5,130173.75,UPI,Delivered
673,2025-08-03,Diya,47.0,Bhopal,Phone,Electronics,6,29265,5,166810.5,Cash,Processing
674,2025-07-20,Rehan,38.0,Jaipur,Phone,Electronics,6,46346,0,278076.0,Cash,Delivered
675,2025-05-01,Najrin,27.0,Chennai,Printer,Office,2,9335,10,16803.0,Card,Processing
676,2025-04-20,Aarav,60.0,Chennai,Laptop,Electronics,3,24032,0,72096.0,Card,Cancelled
677,2025-12-19,Rehan,46.0,Pune,Printer,Office,4,54797,5,208228.6,Cash,Cancelled
678,2025-09-02,Riya,36.0,Jaipur,Keyboard,Accessories,5,11469,15,48743.25,Cash,Delivered
679,2025-12-10,Riya,27.0,Pune,Laptop,Electronics,7,26752,5,177900.8,Cash,Delivered
680,2025-07-20,Kabir,53.0,Bhopal,Printer,Office,6,4551,15,23210.1,UPI,Cancelled
681,2025-02-11,Diya,40.0,,Phone,Electronics,7,11228,15,66806.59999999999,Card,Processing
682,2025-01-29,Kabir,22.0,Delhi,Keyboard,Accessories,8,29949,5,227612.4,Card,Cancelled
683,2025-11-10,Aarav,30.0,Bhopal,Keyboard,Accessories,8,45110,5,342836.0,UPI,Delivered
684,2025-07-24,Riya,57.0,Pune,Keyboard,Accessories,5,16306,15,69300.5,Card,Processing
685,2025-03-09,Aarav,,Chennai,Printer,Office,3,21537,0,64611.0,UPI,Processing
686,2025-05-03,Zoya,24.0,Bhopal,Keyboard,Accessories,4,4747,15,16139.8,UPI,Delivered
687,2025-10-04,Kabir,55.0,Jaipur,Printer,Office,8,54029,0,432232.0,Card,Cancelled
688,2025-01-06,Rehan,30.0,Mumbai,Laptop,Electronics,7,6220,10,39186.0,Card,Cancelled
689,2025-09-10,Aarav,26.0,Chennai,Keyboard,Accessories,1,44772,5,42533.4,Cash,Delivered
690,2025-03-08,Diya,60.0,Pune,Printer,Office,2,15020,15,25534.0,Cash,Cancelled
691,2025-08-13,Diya,36.0,Delhi,Phone,Electronics,3,28508,10,76971.6,UPI,Delivered
692,2025-08-14,Zoya,32.0,Bhopal,Printer,Office,4,50460,15,171564.0,Card,Delivered
693,2025-09-02,Rehan,60.0,Jaipur,Keyboard,Accessories,5,N/A,5,32328.5,Cash,Processing
694,2025-07-20,Diya,53.0,Delhi,Laptop,Electronics,4,54705,5,207879.0,Cash,Processing
695,2025-06-19,Aarav,24.0,,Laptop,Electronics,1,37709,15,32052.65,UPI,Processing
696,2025-09-24,Aarav,30.0,Mumbai,Phone,Electronics,4,25917,5,98484.59999999999,Card,Delivered
697,2025-10-25,Ayesha,21.0,Bhopal,Keyboard,Accessories,8,27895,10,200844.0,Card,Delivered
698,2025-01-24,Rehan,51.0,Bhopal,Laptop,Electronics,3,39833,10,107549.1,UPI,Delivered
699,2025-03-23,Ayesha,39.0,Chennai,Printer,Office,5,51582,5,245014.5,UPI,Delivered
700,2025-04-26,Kabir,23.0,Jaipur,Keyboard,Accessories,7,28675,15,170616.25,UPI,Cancelled
701,2025-07-11,Riya,26.0,Mumbai,Phone,Electronics,2,22642,5,43019.8,UPI,Delivered
702,2025-10-11,Rehan,,,Phone,Electronics,6,22080,15,112608.0,UPI,Processing
703,2025-01-04,Najrin,32.0,Chennai,Keyboard,Accessories,2,42778,10,77000.40000000001,Card,Delivered
704,2025-06-24,Ayesha,58.0,Bhopal,Printer,Office,8,N/A,0,249488.0,Card,Processing
705,2025-06-03,Najrin,60.0,Pune,Laptop,Electronics,6,54221,5,309059.7,Cash,Delivered
706,2025-12-19,Rehan,48.0,Jaipur,Phone,Electronics,1,53865,15,45785.25,UPI,Processing
707,2025-11-01,Ayesha,36.0,Chennai,Phone,Electronics,3,8009,0,24027.0,UPI,Processing
708,2025-11-16,Diya,45.0,Delhi,Keyboard,Accessories,3,8592,15,21909.6,UPI,Delivered
709,2025-12-25,Rehan,35.0,Delhi,Printer,Office,five,3547,0,3547.0,Card,Cancelled
710,2025-01-03,Aarav,,Jaipur,Printer,Office,5,5972,10,26874.0,UPI,Cancelled
711,2025-10-24,Zoya,45.0,Delhi,Printer,Office,7,34567,15,205673.65,Card,Processing
712,2025-01-20,Riya,50.0,Jaipur,Phone,Electronics,8,59188,5,449828.8,Cash,Processing
713,2025-06-30,Diya,26.0,Jaipur,Keyboard,Accessories,4,33876,15,115178.4,Card,Processing
714,2025-05-11,Zoya,49.0,Chennai,Keyboard,Accessories,7,15536,15,92439.2,UPI,Processing
715,2025-09-26,Aarav,43.0,Pune,Laptop,Electronics,1,49659,0,49659.0,UPI,Cancelled
716,2025-07-18,Zoya,44.0,Jaipur,Phone,Electronics,7,5578,15,33189.1,UPI,Cancelled
717,2025-03-29,Rehan,55.0,,Printer,Office,2,54214,5,103006.6,UPI,Cancelled
718,2025-08-28,Kabir,22.0,Chennai,Laptop,Electronics,3,22402,10,60485.4,Cash,Processing
719,2025-07-16,Ayesha,29.0,Mumbai,Phone,Electronics,6,53416,10,288446.4,Cash,Processing
720,2025-11-30,Riya,19.0,,Keyboard,Accessories,6,58162,10,314074.8,Cash,Delivered
721,2025-10-01,Najrin,26.0,Chennai,Printer,Office,3,42434,0,127302.0,UPI,Delivered
722,2025-12-29, Zoya ,31.0,Jaipur,Printer,Office,3,45372,0,136116.0,Card,Processing
723,2025-11-24,Kabir,25.0,Pune,Laptop,Electronics,4,46019,15,156464.6,Cash,Cancelled
724,2025-09-20,Rehan,36.0,Mumbai,Phone,Electronics,4,52986,0,211944.0,Cash,Processing
725,2025-11-12,Ayesha,47.0,Pune,Phone,Electronics,1,59621,10,53658.9,UPI,Cancelled
726,2025-04-08,Ayesha,45.0,Bhopal,Printer,Office,five,18980,5,54093.0,UPI,Delivered
727,2025-01-24,Zoya,30.0,Chennai,Laptop,Electronics,2,58353,10,105035.4,Cash,Processing
728,2025-03-15,Riya,19.0,Pune,Keyboard,Accessories,4,51794,0,207176.0,Cash,Delivered
729,2025-04-21,Aarav,,Delhi,Phone,Electronics,5,5501,0,27505.0,Cash,Cancelled
730,2025-08-26,Zoya,42.0,,Keyboard,Accessories,6,20844,0,125064.0,Card,Processing
731,2025-11-03,Aarav,57.0,Bhopal,Laptop,Electronics,2,34554,10,62197.2,Card,Cancelled
732,2025-01-19,Aarav,59.0,Mumbai,Phone,Electronics,5,37875,10,170437.5,Card,Processing
733,2025-06-08,Kabir,59.0,Chennai,Keyboard,Accessories,3,28827,0,86481.0,Cash,Delivered
734,2025-09-10,Ayesha,36.0,,Keyboard,Accessories,6,20196,15,102999.6,Cash,Cancelled
735,2025-02-26,Rehan,56.0,Bhopal,Phone,Electronics,3,47631,5,135748.35,Cash,Cancelled
736,2025-11-05,Ayesha,21.0,,Keyboard,Accessories,5,21047,15,89449.75,UPI,Delivered
737,2025-03-08,Ayesha,59.0,Pune,Laptop,Electronics,8,11746,15,79872.8,Cash,Processing
738,2025-11-24,Najrin,49.0,Chennai,Phone,Electronics,3,2017,15,5143.349999999999,Cash,Processing
739,2025-05-25,Riya,55.0,Jaipur,Keyboard,Accessories,1,36202,5,34391.9,UPI,Cancelled
740,2025-03-16,Najrin,45.0,,Laptop,Electronics,3,56070,15,142978.5,UPI,Delivered
741,2025-11-01,Kabir,46.0,Mumbai,Keyboard,Accessories,3,11405,5,32504.25,UPI,Processing
742,2025-02-22,Diya,38.0,Pune,Laptop,Electronics,3,21996,5,62688.6,Cash,Processing
743,2025-03-15,Ayesha,54.0,Pune,Printer,Office,8,45420,0,363360.0,Cash,Processing
744,2025-07-16,Zoya,59.0,Mumbai,Phone,Electronics,6,46312,10,250084.8,UPI,Cancelled
745,2025-07-28,Diya,44.0,,Laptop,Electronics,2,20974,15,35655.8,UPI,Cancelled
746,2025-10-06,Rehan,28.0,,Laptop,Electronics,five,18823,15,79997.75,Cash,Delivered
747,2025-02-24,Kabir,44.0,,Laptop,Electronics,4,54007,0,216028.0,UPI,Processing
748,2025-10-06,Riya,48.0,Pune,Phone,Electronics,3,39940,10,107838.0,Card,Cancelled
749,2025-03-28,Ayesha,42.0,,Phone,Electronics,1,3301,10,2970.9,Card,Cancelled
750,2025-09-27,Najrin,47.0,Pune,Laptop,Electronics,6,43033,0,258198.0,UPI,Cancelled
751,2025-01-30, Aarav ,35.0,Jaipur,Printer,Office,1,28703,0,28703.0,Cash,Cancelled
752,2025-01-07,Rehan,50.0,,Laptop,Electronics,5,32652,10,146934.0,Cash,Cancelled
753,2025-05-02,Diya,19.0,Mumbai,Keyboard,Accessories,3,53786,10,145222.2,Card,Cancelled
754,2025-12-20,Diya,56.0,Delhi,Phone,Electronics,8,26828,0,214624.0,Card,Processing
755,2025-02-08,Diya,58.0,Chennai,Keyboard,Accessories,3,29701,10,80192.7,Card,Processing
756,2025-02-18,Zoya,18.0,,Laptop,Electronics,8,5113,0,40904.0,Card,Processing
757,2025-11-17,Aarav,34.0,Jaipur,Keyboard,Accessories,3,50553,10,136493.1,Card,Delivered
758,2025-01-20,Kabir,36.0,Pune,Phone,Electronics,7,37704,10,237535.2,Card,Cancelled
759,2025-04-30,Zoya,28.0,Mumbai,Laptop,Electronics,7,54523,0,381661.0,Cash,Cancelled
760,2025-08-06,Zoya,50.0,Bhopal,Printer,Office,1,3491,5,3316.45,Cash,Delivered
761,2025-12-04,Aarav,36.0,Delhi,Phone,Electronics,8,44877,15,305163.6,UPI,Cancelled
762,2025-07-03,Zoya,26.0,Delhi,Laptop,Electronics,8,38971,0,311768.0,Card,Processing
763,2025-05-05,Aarav,42.0,Bhopal,Printer,Office,8,N/A,10,181116.0,Card,Processing
764,2025-09-10,Riya,44.0,Mumbai,Printer,Office,3,57108,10,154191.6,Card,Delivered
765,2025-07-29,Najrin,50.0,Mumbai,Printer,Office,6,24606,10,132872.4,Cash,Cancelled
766,2025-09-09,Zoya,40.0,Chennai,Phone,Electronics,7,4682,5,31135.3,Card,Cancelled
767,2025-11-15,Aarav,53.0,Delhi,Printer,Office,1,36364,5,34545.8,UPI,Processing
768,2025-07-16,Ayesha,37.0,Mumbai,Laptop,Electronics,4,31531,10,113511.6,Card,Cancelled
769,2025-08-24,Aarav,46.0,Bhopal,Phone,Electronics,6,53234,5,303433.8,UPI,Cancelled
770,2025-07-11,Diya,18.0,Mumbai,Printer,Office,2,36449,15,61963.3,Cash,Delivered
771,2025-10-10,Riya,32.0,Bhopal,Printer,Office,2,45448,15,77261.59999999999,UPI,Cancelled
772,2025-12-11, Najrin ,47.0,Pune,Printer,Office,3,46269,0,138807.0,Cash,Processing
773,2025-12-10,Diya,28.0,Chennai,Laptop,Electronics,7,35806,10,225577.8,UPI,Delivered
774,2025-01-01,Najrin,40.0,Delhi,Keyboard,Accessories,2,17674,10,31813.2,UPI,Delivered
775,2025-04-21,Najrin,39.0,Pune,Printer,Office,4,12636,10,45489.6,Card,Cancelled
776,2025-02-01,Aarav,49.0,Mumbai,Printer,Office,6,45161,5,257417.7,UPI,Delivered
777,2025-08-02,Zoya,45.0,,Keyboard,Accessories,3,51819,5,147684.15,Cash,Processing
778,2025-12-29,Ayesha,36.0,Chennai,Phone,Electronics,4,32689,10,117680.4,Card,Delivered
779,2025-12-26,Zoya,34.0,Jaipur,Laptop,Electronics,8,55281,0,442248.0,UPI,Processing
780,2025-05-23,Riya,54.0,Bhopal,Phone,Electronics,6,58997,10,318583.8,UPI,Cancelled
781,2025-03-05,Kabir,40.0,Bhopal,Keyboard,Accessories,7,55787,0,390509.0,UPI,Delivered
782,2025-05-18,Riya,49.0,Bhopal,Laptop,Electronics,4,41670,15,141678.0,UPI,Processing
783,2025-04-26,Zoya,36.0,Bhopal,Phone,Electronics,6,N/A,5,15954.3,Card,Delivered
784,2025-07-01,Zoya,38.0,,phone,Electronics,6,18369,5,104703.3,Card,Processing
785,2025-03-10,Riya,43.0,Bhopal,Printer,Office,3,30389,10,82050.3,Card,Cancelled
786,2025-05-04,Najrin,58.0,Chennai,Laptop,Electronics,2,24434,5,46424.6,UPI,Processing
787,2025-12-16,Ayesha,33.0,Delhi,Laptop,Electronics,1,53527,0,53527.0,Cash,Delivered
788,2025-05-27,Aarav,54.0,Pune,Phone,Electronics,five,54041,10,243184.5,UPI,Processing
